Light,Nitrate,Iron,Phosphate,Temperature,pH,CO2,Population
899.97,3.28,0.14,0.02,28.41,7.68,4.36,4366.64
1756.63,6.29,0.05,0.04,15.48,7.64,5.71,2051.66
1521.62,5.46,0.19,0.19,24.74,7.06,2.38,3404.75
1232.98,4.0,0.01,0.11,29.35,7.05,6.79,4491.47
1905.82,6.12,0.04,0.02,10.38,7.45,8.69,777.01
605.47,7.92,0.11,0.02,25.06,7.51,7.69,4134.23
174.6,3.77,0.01,0.14,13.29,7.12,7.88,806.88
586.53,7.64,0.15,0.03,28.65,7.76,9.21,4134.73
1422.41,1.57,0.16,0.11,25.4,7.74,4.69,4071.46
115.27,1.63,0.11,0.04,18.54,7.3,3.32,840.48
896.26,7.39,0.04,0.13,13.53,7.78,4.07,4384.02
1228.93,3.23,0.06,0.11,26.7,7.18,3.13,4649.75
354.66,4.91,0.18,0.13,21.0,7.88,4.73,2926.69
246.02,2.35,0.19,0.05,15.89,7.21,6.28,1837.1
316.04,6.41,0.19,0.02,15.92,7.86,5.01,2600.75
653.49,4.26,0.08,0.04,19.09,7.1,5.56,3970.32
1600.05,6.68,0.12,0.07,28.8,7.47,3.28,3247.29
1183.84,6.84,0.1,0.13,22.38,7.7,6.87,4589.31
1030.09,4.78,0.05,0.17,22.61,7.92,8.01,4429.56
1081.33,1.27,0.14,0.04,18.94,7.59,2.61,4295.4
136.86,7.24,0.19,0.16,21.86,7.56,7.89,330.62
953.12,7.31,0.12,0.01,15.3,7.89,3.6,5055.18
616.25,4.93,0.1,0.1,27.1,7.15,8.77,3593.54
1941.78,6.16,0.06,0.08,29.51,7.06,5.48,1010.92
1020.07,1.14,0.14,0.08,11.72,7.31,9.58,4761.62
113.61,1.63,0.11,0.08,28.67,7.72,4.06,734.44
688.55,2.82,0.02,0.03,18.05,7.9,9.09,4433.31
1784.23,2.01,0.19,0.05,16.33,7.44,3.85,1463.09
370.91,2.43,0.09,0.19,14.68,7.51,8.25,2930.82
758.2,6.0,0.11,0.01,26.87,7.61,9.31,3910.09
1604.67,2.89,0.12,0.07,26.92,7.31,3.68,3437.83
253.16,7.69,0.01,0.03,19.24,7.04,4.33,1575.91
212.64,6.59,0.15,0.11,16.89,7.73,2.81,1708.12
201.17,2.9,0.07,0.16,12.42,7.83,5.53,1200.14
705.69,6.06,0.2,0.03,16.93,7.51,6.51,4284.04
348.94,3.37,0.11,0.11,25.3,7.83,7.12,2796.73
398.82,7.6,0.19,0.06,19.8,7.81,9.3,3204.24
820.39,6.86,0.07,0.04,16.72,7.54,2.89,4802.56
1651.45,3.85,0.03,0.15,11.5,7.84,2.84,2389.43
1416.59,4.68,0.12,0.08,10.53,7.43,4.78,4443.12
447.59,6.93,0.1,0.18,23.21,7.22,7.7,2988.62
626.64,2.83,0.09,0.15,23.97,7.13,2.83,3549.43
943.57,5.17,0.12,0.11,25.0,7.93,9.59,4383.09
1982.9,5.4,0.19,0.18,24.13,7.51,5.96,357.1
605.8,2.82,0.04,0.03,13.07,7.39,3.58,3926.84
472.7,5.85,0.07,0.15,13.16,7.75,4.92,2951.51
1962.15,6.98,0.07,0.17,11.4,7.76,9.85,557.11
1864.54,4.51,0.16,0.19,17.88,7.72,3.3,1248.99
1734.99,6.19,0.18,0.03,27.6,7.06,3.92,2423.39
1984.4,1.82,0.16,0.02,27.05,7.96,4.28,345.87
1475.65,5.07,0.17,0.16,20.75,7.62,8.18,3955.13
1192.61,6.27,0.02,0.13,10.6,7.18,8.9,4855.79
1291.38,2.89,0.03,0.05,26.2,7.34,2.14,4362.35
1778.91,2.98,0.17,0.14,20.23,7.12,8.11,1421.8
1562.71,2.69,0.15,0.19,24.61,7.79,5.9,3693.67
1358.75,6.72,0.13,0.2,18.03,7.08,6.35,3719.25
374.57,4.49,0.14,0.13,25.28,7.42,5.66,2403.2
1565.2,5.58,0.16,0.19,18.2,7.7,6.03,3032.39
1275.82,7.49,0.03,0.03,29.75,7.09,5.65,4135.67
1234.42,2.16,0.2,0.12,13.73,7.65,8.24,4796.19
1626.91,3.66,0.15,0.15,16.05,7.47,3.55,3439.05
1743.02,7.5,0.16,0.12,17.34,7.62,5.4,1756.4
375.38,4.27,0.06,0.16,11.13,7.41,6.41,2354.67
806.13,4.28,0.16,0.19,23.98,7.31,4.43,4595.68
682.75,6.07,0.18,0.05,23.89,7.09,4.59,4593.71
1838.44,6.6,0.05,0.1,17.93,7.58,2.55,1741.44
648.25,2.01,0.13,0.08,26.92,7.97,5.63,4265.63
768.17,7.91,0.2,0.08,25.3,7.97,3.11,3979.69
205.21,6.29,0.18,0.12,12.7,7.38,3.06,1396.86
1319.68,2.66,0.2,0.11,21.81,7.81,3.3,4362.24
1016.95,4.65,0.12,0.06,29.22,7.74,4.39,5096.81
1409.66,1.94,0.04,0.05,27.88,7.14,8.88,4076.11
594.86,4.01,0.09,0.12,15.98,7.29,6.33,4007.9
531.95,2.6,0.09,0.05,19.68,7.17,5.7,3299.14
976.17,4.9,0.05,0.19,13.3,7.5,7.88,4723.5
1477.26,7.25,0.07,0.13,18.55,7.79,7.01,3549.02
1052.81,6.0,0.06,0.2,19.24,7.28,4.64,4759.82
2003.6,4.43,0.12,0.17,14.43,7.81,7.94,0.0
1640.61,5.15,0.16,0.03,19.0,7.32,2.31,3064.08
366.87,1.09,0.13,0.16,15.9,7.84,2.23,2351.91
556.16,5.42,0.15,0.18,20.67,7.38,5.42,3328.21
1555.24,6.75,0.11,0.16,27.57,7.42,4.99,2913.0
295.28,5.33,0.13,0.03,12.49,7.9,4.34,2071.02
566.18,1.96,0.08,0.08,25.56,7.29,4.68,3686.9
182.62,3.48,0.07,0.07,19.35,7.95,5.62,1448.69
141.03,4.93,0.19,0.04,28.25,7.89,9.52,1342.11
157.95,7.86,0.18,0.11,11.98,7.33,9.07,1130.78
2006.7,2.22,0.08,0.09,14.82,7.42,4.5,0.0
1962.87,5.97,0.02,0.06,28.68,7.11,2.98,834.48
1820.3,3.71,0.08,0.15,28.1,7.68,4.77,1625.45
1513.46,2.13,0.07,0.14,27.74,7.98,2.51,3910.17
2002.6,6.77,0.13,0.19,16.36,7.54,4.49,0.0
1305.89,3.7,0.07,0.02,15.78,7.93,2.94,4783.49
1998.61,6.48,0.1,0.03,16.71,7.46,7.55,151.52
548.49,1.3,0.17,0.11,26.97,7.91,4.56,3535.66
1109.98,4.25,0.03,0.17,27.65,7.19,5.52,4281.8
305.81,6.06,0.02,0.11,23.19,7.51,6.55,2437.22
1894.64,7.85,0.18,0.01,13.61,7.85,6.05,622.16
599.97,7.84,0.17,0.16,28.26,7.4,9.98,4114.3
902.78,5.67,0.2,0.12,16.84,7.03,7.8,4421.54
588.53,3.98,0.1,0.16,27.99,7.5,7.07,3339.95
309.42,7.14,0.02,0.14,11.76,7.29,2.75,2090.01
819.13,4.63,0.15,0.05,22.49,7.62,4.99,4681.99
171.42,3.42,0.16,0.01,29.98,7.21,5.19,1448.53
1538.04,3.14,0.11,0.1,22.17,7.34,9.26,3510.2
1109.52,1.37,0.17,0.12,17.86,7.74,6.68,4535.63
78.57,1.82,0.02,0.09,24.94,7.81,3.62,569.94
1274.95,7.47,0.08,0.14,16.18,7.79,3.5,4903.7
202.03,1.63,0.13,0.19,12.13,7.38,2.78,1004.5
741.59,2.86,0.08,0.06,25.1,7.67,2.38,4180.97
1130.22,4.25,0.06,0.2,13.12,7.82,4.87,4875.46
1597.48,3.28,0.01,0.12,18.38,7.33,6.09,2859.57
615.11,2.32,0.06,0.14,18.2,7.89,8.0,3743.9
1077.25,1.59,0.06,0.16,27.76,7.05,5.24,4988.72
868.44,5.36,0.14,0.17,28.25,7.28,6.89,4754.41
630.51,2.39,0.17,0.2,26.64,7.79,2.12,3653.21
1032.71,3.25,0.05,0.12,26.45,7.91,4.22,4358.37
1397.69,1.05,0.08,0.15,15.5,7.36,6.8,3802.34
476.42,7.36,0.2,0.13,22.43,7.35,2.53,2793.55
1278.36,6.58,0.15,0.04,12.78,7.48,2.2,4514.16
441.87,7.06,0.18,0.06,11.61,7.64,3.28,3431.78
386.83,7.07,0.09,0.19,23.45,7.46,7.75,2683.75
1186.11,7.38,0.07,0.11,23.58,7.56,6.1,4739.44
1191.35,7.77,0.1,0.09,10.72,7.39,4.21,4711.9
489.5,6.87,0.01,0.05,28.14,7.84,7.83,3705.03
906.29,5.71,0.13,0.13,13.5,7.92,7.61,4985.06
1420.05,7.4,0.03,0.06,13.79,7.26,4.39,3727.71
400.95,7.4,0.15,0.09,11.58,7.09,4.15,2978.28
968.34,3.39,0.03,0.13,20.11,7.02,4.98,4684.86
800.39,3.09,0.07,0.13,24.58,7.34,4.93,4874.08
566.96,3.62,0.06,0.19,16.43,7.92,6.0,3676.6
1699.44,4.32,0.1,0.1,16.77,7.14,9.57,2898.39
166.32,2.9,0.13,0.18,27.27,7.28,5.13,981.58
1431.3,1.24,0.05,0.08,21.24,7.98,8.44,3610.78
1985.62,5.64,0.11,0.11,29.63,7.24,5.54,577.91
1413.92,5.2,0.08,0.19,28.2,7.95,3.36,3745.45
1900.83,2.67,0.12,0.05,21.7,7.89,9.86,1417.11
1981.89,2.17,0.07,0.05,23.92,7.64,4.73,270.05
708.97,4.99,0.07,0.19,19.34,7.28,5.0,4062.82
1047.8,2.8,0.03,0.01,25.7,7.03,7.4,4314.73
1161.98,3.42,0.03,0.09,15.94,7.25,8.87,4258.96
1162.43,6.03,0.16,0.2,15.41,7.42,2.71,5134.99
1874.47,7.04,0.01,0.08,17.62,7.74,7.3,929.44
264.65,7.19,0.11,0.12,19.86,7.46,8.88,1782.31
1568.97,3.54,0.18,0.03,23.05,7.81,5.54,3410.05
569.83,1.45,0.18,0.12,11.38,7.11,9.19,3494.74
291.6,4.04,0.12,0.08,22.17,7.73,3.98,1591.45
1300.23,7.51,0.18,0.18,16.63,7.19,3.79,3898.6
948.42,5.1,0.17,0.03,28.91,7.94,4.57,4593.38
954.63,6.19,0.12,0.09,13.18,7.76,4.61,5028.76
455.7,6.15,0.1,0.13,28.42,7.1,9.82,3060.95
955.36,2.32,0.03,0.1,22.28,7.05,2.51,4365.7
637.0,3.74,0.13,0.12,14.49,7.47,6.61,3761.25
1231.97,1.62,0.14,0.15,29.88,7.36,9.89,4734.07
1397.56,5.15,0.01,0.2,24.64,7.32,9.34,4360.96
1760.19,1.36,0.03,0.07,18.04,7.56,6.01,1996.48
2004.46,5.8,0.02,0.03,20.38,7.82,8.98,185.84
1135.31,1.39,0.02,0.08,27.44,7.37,2.39,4635.05
1464.27,7.86,0.13,0.06,23.86,7.01,7.8,4217.84
350.83,1.34,0.03,0.04,23.47,7.96,2.12,1999.0
1511.11,2.38,0.16,0.04,18.02,7.68,9.14,3735.63
1767.51,7.86,0.13,0.15,29.38,7.92,8.98,2439.95
586.76,5.73,0.08,0.08,20.94,7.13,6.99,4054.7
1685.9,3.17,0.01,0.17,16.47,7.89,3.89,2857.91
1689.91,1.64,0.03,0.16,10.11,7.69,8.78,2375.94
638.98,2.39,0.04,0.05,28.49,7.6,6.84,4040.78
640.67,3.28,0.15,0.14,10.67,7.64,9.15,4065.52
589.49,2.57,0.01,0.17,17.79,7.25,4.18,4212.63
131.84,2.06,0.17,0.19,23.44,7.13,5.64,743.34
821.2,4.02,0.08,0.06,13.71,7.87,7.63,4390.21
1147.9,6.82,0.01,0.14,19.13,7.61,9.04,4570.14
537.78,4.45,0.15,0.15,22.63,7.15,6.48,3650.39
1872.18,6.0,0.19,0.14,13.02,7.82,5.67,1167.82
251.65,5.61,0.09,0.19,23.0,7.4,9.12,1574.15
271.79,3.85,0.05,0.16,29.37,7.83,6.83,2324.41
1464.46,1.96,0.02,0.05,15.6,7.55,3.41,3773.77
1963.25,7.2,0.12,0.1,17.18,7.16,5.81,209.56
966.91,7.52,0.04,0.04,29.45,7.95,3.79,4757.06
478.02,2.3,0.18,0.16,22.92,7.24,5.67,3299.94
1073.62,4.55,0.07,0.11,18.97,7.44,4.26,4814.79
1680.62,1.3,0.18,0.03,10.8,7.61,3.97,2634.18
810.89,2.73,0.18,0.02,29.31,7.61,3.72,4641.88
657.53,5.02,0.12,0.14,24.97,7.78,6.95,3694.73
827.46,2.68,0.08,0.19,25.1,7.35,8.02,4108.1
401.14,1.45,0.02,0.08,24.59,7.53,2.78,2539.94
566.7,3.49,0.13,0.06,17.28,7.24,2.99,3683.69
880.75,7.63,0.17,0.11,26.16,7.85,9.23,4713.36
1423.33,6.2,0.12,0.16,25.85,7.01,8.08,4301.98
1021.67,5.21,0.12,0.16,17.49,7.24,3.88,4433.37
1136.91,1.04,0.07,0.11,15.32,7.37,8.48,5011.7
200.53,2.21,0.02,0.11,11.41,7.28,9.69,929.32
1166.81,7.45,0.05,0.01,12.2,7.06,2.39,4454.81
934.95,1.63,0.04,0.17,20.13,7.44,2.91,4898.98
1132.01,4.03,0.02,0.05,16.07,7.54,7.38,4468.99
465.59,3.6,0.05,0.15,29.33,7.46,8.88,2900.32
1704.93,6.41,0.07,0.01,26.61,7.52,3.97,2399.31
547.34,6.18,0.11,0.15,18.09,7.23,2.71,3671.51
1676.41,3.75,0.19,0.13,12.63,7.26,3.4,2255.29
1285.5,7.17,0.09,0.15,29.34,7.72,6.04,4290.41
1454.0,6.3,0.05,0.16,17.69,7.23,3.15,3685.81
386.63,4.81,0.04,0.11,24.29,7.03,4.26,3108.31
450.99,6.67,0.17,0.07,11.74,7.37,7.63,2695.47
1836.35,1.69,0.14,0.07,11.62,7.36,6.83,1491.47
356.16,3.57,0.01,0.11,18.98,7.88,2.2,2236.89
1700.9,7.66,0.03,0.11,17.17,7.65,8.31,2793.72
677.12,4.63,0.04,0.07,19.8,7.19,7.19,4439.87
590.19,7.16,0.1,0.18,27.74,7.13,3.81,3971.82
744.94,1.19,0.11,0.18,22.21,7.22,6.67,4376.79
681.94,3.23,0.12,0.11,28.4,7.04,3.11,4365.89
1460.57,5.4,0.07,0.09,27.62,7.15,9.0,3767.49
948.12,5.54,0.13,0.05,22.26,7.23,3.2,4544.21
1937.37,6.19,0.09,0.09,14.4,7.19,6.34,369.23
1819.51,3.43,0.02,0.13,10.36,7.03,4.31,1805.65
1769.32,5.22,0.03,0.02,26.34,7.85,9.36,1578.96
1478.05,4.39,0.06,0.16,28.21,7.2,3.53,3930.35
409.08,4.32,0.2,0.15,21.29,7.65,6.41,2795.53
759.11,5.92,0.17,0.03,20.56,7.05,6.77,4706.47
1066.92,7.46,0.14,0.17,20.93,7.81,8.84,4914.71
208.45,4.87,0.15,0.08,13.77,7.96,7.07,1395.06
1522.6,2.2,0.05,0.13,26.12,7.78,6.19,3503.6
233.97,1.48,0.14,0.18,27.97,7.31,3.87,1740.4
1630.97,2.31,0.13,0.16,20.39,7.61,3.18,2924.36
830.27,4.47,0.08,0.13,21.2,7.97,6.05,4200.68
78.14,2.47,0.12,0.11,29.0,7.18,8.06,393.0
1498.41,4.61,0.13,0.18,23.82,7.18,8.9,3743.04
329.91,5.04,0.19,0.14,15.69,7.86,7.89,2782.03
943.38,7.42,0.13,0.16,26.79,7.62,9.77,4573.61
1711.91,1.05,0.14,0.16,14.16,7.69,5.06,2864.65
1754.65,7.3,0.17,0.01,13.44,7.28,9.69,2255.48
614.58,7.39,0.02,0.09,29.77,7.63,7.18,4220.92
1410.87,5.98,0.02,0.19,15.98,7.84,7.07,4210.8
1700.18,2.18,0.02,0.19,19.93,7.22,8.7,2888.67
451.55,4.22,0.15,0.14,19.74,7.83,3.15,2985.63
204.03,6.85,0.04,0.09,18.39,7.08,7.5,1015.07
283.94,1.04,0.14,0.03,19.39,7.05,8.52,1756.68
194.78,5.12,0.19,0.18,20.72,7.42,8.7,1285.77
818.58,1.96,0.17,0.12,24.7,7.24,7.57,4944.16
191.49,3.24,0.18,0.02,16.8,7.65,2.66,1316.27
1516.81,1.82,0.1,0.11,28.94,7.06,7.04,3529.93
633.09,5.85,0.04,0.13,18.37,7.49,5.73,3926.74
961.3,4.82,0.18,0.16,10.12,7.42,6.97,4331.1
603.15,7.11,0.12,0.09,25.89,7.24,9.72,3727.29
721.65,1.58,0.14,0.11,27.12,7.11,6.52,4041.39
365.13,6.76,0.03,0.15,17.08,7.1,9.66,2857.09
1004.22,4.87,0.14,0.06,13.33,7.37,6.15,4589.96
1715.15,6.14,0.05,0.04,26.86,7.36,4.34,2232.04
1301.7,7.89,0.11,0.1,21.84,7.07,9.24,3918.82
1174.48,5.49,0.1,0.19,12.38,7.11,6.7,4517.46
1416.65,2.86,0.11,0.17,20.44,7.4,2.23,4206.75
1635.82,7.22,0.08,0.11,22.36,7.06,4.89,3021.56
353.73,1.62,0.04,0.08,11.89,7.7,4.16,2484.29
504.71,7.24,0.19,0.09,20.95,7.36,3.3,3550.05
188.46,5.4,0.15,0.06,21.07,7.48,2.92,875.19
508.51,3.61,0.13,0.12,18.79,7.43,8.86,3244.97
209.56,4.17,0.19,0.09,14.74,7.28,4.02,1223.5
1824.14,5.73,0.09,0.06,19.44,7.59,2.15,1733.89
1624.79,1.97,0.19,0.09,14.04,7.07,9.75,3326.23
1122.36,1.75,0.06,0.11,10.62,7.2,2.61,5201.32
419.63,7.6,0.06,0.01,10.86,7.79,6.33,2765.08
613.09,3.1,0.02,0.19,14.98,7.92,2.4,4133.79
921.15,3.5,0.11,0.11,16.19,7.71,7.9,4521.03
1292.91,3.32,0.17,0.18,12.15,7.8,6.86,4773.66
1153.4,6.06,0.17,0.06,20.6,7.14,2.92,5162.21
537.73,6.83,0.09,0.12,29.59,7.49,6.02,3887.67
200.86,7.23,0.1,0.06,29.1,7.15,9.3,1294.72
44.74,5.06,0.1,0.14,19.07,7.75,6.44,0.0
256.49,5.16,0.1,0.02,19.39,7.22,7.0,1709.09
1986.41,6.8,0.01,0.16,18.6,7.88,5.37,498.75
1242.02,6.15,0.05,0.11,11.79,7.04,4.14,4956.31
430.33,5.48,0.12,0.1,16.35,7.91,6.83,2648.46
767.49,4.12,0.17,0.07,27.02,7.52,2.38,4343.8
1494.26,6.68,0.19,0.19,20.1,7.04,7.17,3749.81
99.32,3.48,0.18,0.1,28.97,7.02,4.38,532.51
806.76,1.1,0.13,0.06,19.93,7.42,9.63,4823.37
1149.81,1.6,0.2,0.02,28.8,7.39,4.03,4929.7
96.46,6.36,0.09,0.11,29.61,7.43,3.39,147.54
428.24,3.74,0.01,0.17,20.67,7.27,7.11,3370.65
1889.32,3.17,0.06,0.15,14.32,7.5,2.34,984.32
1992.34,1.28,0.06,0.02,11.26,7.72,8.44,91.63
44.5,3.98,0.13,0.07,18.86,7.84,5.01,310.79
1067.55,4.53,0.14,0.13,14.03,7.48,6.66,4736.95
1145.87,3.8,0.09,0.01,25.83,7.17,4.6,5102.57
1475.72,4.9,0.13,0.14,14.49,7.16,7.16,4175.68
1367.03,5.39,0.03,0.18,15.2,7.66,5.45,3866.96
875.56,7.57,0.18,0.2,29.32,7.45,2.53,5049.48
719.06,3.32,0.18,0.1,22.17,7.17,3.23,3799.28
1619.32,4.96,0.11,0.02,17.29,7.14,6.08,2748.51
1037.55,4.59,0.16,0.06,11.62,7.71,7.92,4345.05
1991.87,5.25,0.13,0.17,25.08,7.25,8.76,0.0
1732.76,6.43,0.14,0.05,14.07,7.13,4.96,2212.66
538.49,6.21,0.16,0.06,24.61,7.63,5.1,3979.43
918.43,3.67,0.06,0.12,13.05,7.76,3.09,4810.68
1990.18,2.21,0.04,0.01,24.31,7.92,8.81,0.0
450.38,1.11,0.05,0.17,19.04,7.26,7.85,3380.05
505.1,3.0,0.18,0.04,19.61,7.82,6.06,3828.29
1889.54,2.86,0.02,0.14,17.91,7.41,6.94,717.48
1765.42,6.2,0.07,0.04,11.23,7.13,8.87,2400.83
1311.06,4.14,0.14,0.05,28.83,7.46,9.74,4787.17
1926.65,2.61,0.18,0.05,25.77,7.37,3.82,686.1
1738.57,1.04,0.16,0.03,18.34,7.67,5.97,2178.26
506.67,3.95,0.03,0.12,19.91,7.39,4.36,3558.86
1173.92,3.92,0.18,0.13,19.4,7.52,5.7,5037.55
788.15,3.6,0.15,0.08,22.38,7.24,5.93,4948.46
1485.43,7.65,0.1,0.19,21.76,7.23,2.72,3563.03
1388.65,1.56,0.03,0.02,10.19,8.0,4.49,4120.69
1311.13,6.77,0.03,0.09,14.0,7.64,7.94,4175.03
1700.93,2.25,0.1,0.02,10.33,7.54,5.61,2953.96
1103.77,6.08,0.1,0.02,28.05,7.09,6.79,4545.19
1712.65,5.51,0.01,0.01,18.41,7.61,9.12,1997.96
1719.17,1.7,0.08,0.04,10.41,7.15,5.84,2819.26
42.83,1.7,0.13,0.13,10.02,7.3,7.67,0.0
917.67,7.7,0.11,0.02,10.85,7.54,4.62,4320.86
1845.95,6.51,0.1,0.01,25.52,7.39,4.65,1130.91
716.53,5.6,0.15,0.17,26.22,7.83,6.15,4538.4
1965.96,7.61,0.15,0.01,19.91,7.62,2.92,209.4
1461.91,2.76,0.03,0.09,24.32,7.1,4.37,3749.25
141.72,2.7,0.05,0.1,12.56,7.64,6.92,707.15
706.53,5.22,0.17,0.03,12.79,7.8,7.66,4727.03
1585.26,4.02,0.01,0.09,22.05,7.38,6.57,3338.32
971.39,4.01,0.06,0.18,17.45,7.11,5.88,4629.92
232.88,6.17,0.19,0.06,21.2,7.12,3.51,1306.34
1405.3,3.65,0.02,0.2,17.2,7.2,4.26,4122.43
479.45,3.19,0.14,0.15,10.14,7.48,9.16,2792.36
822.36,6.98,0.02,0.1,28.7,7.8,5.58,4762.3
1633.85,7.23,0.04,0.19,15.98,7.88,9.7,3276.6
1063.55,3.23,0.15,0.1,17.33,7.94,6.82,5141.2
139.65,1.13,0.11,0.02,10.45,7.61,2.94,998.87
661.77,1.62,0.02,0.14,10.72,7.75,6.85,4064.43
1360.78,1.86,0.16,0.04,16.54,7.05,6.87,4042.62
835.96,2.14,0.18,0.08,27.63,7.77,4.57,4929.15
1494.94,1.02,0.13,0.14,21.85,7.77,3.25,3558.0
1432.67,3.1,0.1,0.12,23.56,7.81,7.77,3673.51
268.03,7.4,0.03,0.07,28.79,7.43,5.93,1403.19
622.86,7.57,0.19,0.16,27.21,7.13,9.74,4018.84
1039.77,1.15,0.05,0.18,18.19,7.87,8.67,4906.77
1157.3,6.88,0.08,0.1,18.51,7.64,4.47,4647.29
794.98,4.97,0.05,0.18,26.96,7.85,7.49,4370.59
1428.17,3.7,0.2,0.19,12.43,7.72,9.05,3885.38
1505.96,6.3,0.1,0.06,21.34,7.61,2.12,3685.83
846.84,6.69,0.16,0.03,27.2,7.66,5.79,4380.75
163.15,4.8,0.11,0.01,21.42,7.12,6.33,1497.67
1266.8,5.43,0.04,0.15,26.02,7.88,2.45,4747.6
441.75,5.74,0.15,0.17,11.34,7.42,5.44,3302.78
625.72,1.21,0.09,0.11,27.98,7.5,9.8,4248.81
529.46,4.44,0.19,0.15,17.97,7.15,7.09,3196.34
733.05,7.9,0.02,0.13,11.0,7.63,6.99,4065.25
632.77,6.73,0.04,0.09,15.98,7.46,8.26,3811.98
296.78,2.56,0.1,0.15,12.86,7.3,9.87,1986.32
1830.06,6.71,0.14,0.04,16.61,7.41,7.48,1793.37
869.07,1.78,0.01,0.07,22.89,7.33,3.93,4753.76
1032.32,6.89,0.01,0.08,15.27,7.49,9.74,4941.99
1401.78,5.94,0.18,0.02,11.7,7.52,9.89,4269.87
1139.31,6.92,0.06,0.03,20.91,7.65,3.72,5032.58
1176.55,2.97,0.03,0.19,14.99,7.11,3.36,4351.63
1043.03,1.61,0.03,0.19,25.02,7.92,9.03,5014.83
989.41,7.73,0.11,0.02,10.95,7.15,4.85,5080.56
1795.17,6.8,0.09,0.16,26.95,7.77,4.31,2164.04
1957.94,3.23,0.09,0.07,19.08,7.42,9.78,828.02
372.35,7.73,0.18,0.11,22.33,7.66,7.09,2948.79
1119.58,3.21,0.08,0.09,17.53,7.21,6.9,4920.01
1114.84,1.87,0.12,0.05,16.25,8.0,2.85,4430.64
1658.73,7.39,0.08,0.05,20.2,7.81,7.52,2879.76
1651.9,4.04,0.14,0.01,29.7,7.13,6.3,2445.25
240.77,2.98,0.12,0.02,12.35,7.44,8.19,1262.73
1656.81,3.29,0.15,0.04,16.7,7.68,3.89,2483.84
1500.8,6.85,0.2,0.16,16.0,7.2,4.2,3346.71
1460.13,3.09,0.11,0.19,15.92,7.82,4.37,4113.12
1367.58,2.94,0.1,0.18,18.4,7.38,8.77,4027.25
599.41,3.72,0.11,0.05,15.1,7.32,7.17,3545.06
1954.72,6.99,0.16,0.02,27.84,7.22,7.78,706.22
813.85,3.46,0.07,0.08,23.21,7.71,7.92,4783.02
1615.12,4.2,0.1,0.11,18.72,7.53,7.31,2605.36
623.61,1.54,0.15,0.07,14.07,7.73,7.84,3703.34
703.41,2.43,0.03,0.17,27.6,7.6,3.28,3753.74
1959.66,5.5,0.12,0.13,20.46,7.52,4.22,32.57
1547.4,2.08,0.02,0.16,29.2,7.85,7.99,3708.71
1282.96,7.01,0.08,0.16,24.27,7.83,7.2,4813.9
586.17,1.12,0.04,0.06,25.23,7.37,8.64,3481.06
284.6,2.01,0.03,0.07,24.7,7.39,8.21,1907.29
379.64,2.17,0.15,0.12,29.23,7.64,8.64,3145.41
1767.47,3.35,0.14,0.04,25.37,7.45,4.47,2204.16
956.29,1.58,0.2,0.1,29.49,7.35,4.67,4723.07
1439.42,5.82,0.11,0.2,14.84,7.39,3.39,4108.24
1894.08,4.92,0.06,0.06,15.98,7.14,9.67,599.91
1231.52,2.66,0.13,0.07,22.18,7.0,9.8,4887.81
482.63,3.75,0.08,0.11,18.46,7.95,6.18,3426.05
1988.17,4.9,0.17,0.03,28.33,7.3,7.88,0.0
1164.81,4.71,0.09,0.05,14.51,7.41,4.83,4486.87
1414.52,4.53,0.03,0.07,19.07,7.59,5.52,4322.43
410.77,2.62,0.02,0.07,11.87,7.27,4.43,2646.63
1072.39,7.28,0.01,0.18,26.68,7.14,3.56,4281.46
1587.0,2.03,0.05,0.06,25.26,7.86,5.13,3322.97
566.58,3.82,0.09,0.17,17.79,7.2,4.24,3546.02
1034.39,2.68,0.02,0.16,25.02,7.62,4.96,4643.39
350.95,7.58,0.17,0.17,28.43,7.98,7.46,2353.66
1933.13,1.76,0.18,0.06,25.37,7.57,6.02,284.75
793.11,1.27,0.03,0.06,18.29,7.67,3.83,4108.76
1448.47,1.21,0.12,0.16,19.48,7.25,4.05,3825.26
1267.3,7.4,0.13,0.01,12.28,7.04,2.51,4354.89
1740.75,7.17,0.03,0.05,22.75,7.18,2.84,2256.88
1045.65,5.42,0.01,0.14,27.94,7.5,4.27,4992.59
1800.42,3.49,0.19,0.18,14.06,7.88,9.06,1600.8
1145.05,7.43,0.08,0.09,16.46,8.0,3.53,5019.71
664.44,4.82,0.16,0.19,23.67,7.38,7.89,4315.22
1126.88,2.71,0.03,0.04,17.14,7.15,5.59,4202.35
352.09,4.16,0.17,0.19,28.38,7.71,9.75,2017.34
1776.4,7.42,0.11,0.17,24.08,7.49,3.05,2252.77
1849.33,3.92,0.02,0.15,16.55,7.19,8.15,1414.35
161.31,6.29,0.1,0.13,28.13,7.06,8.97,1182.46
1337.94,1.97,0.11,0.15,23.02,7.42,3.4,3933.71
1354.65,6.45,0.19,0.18,26.69,7.81,4.34,4696.07
1578.41,4.75,0.18,0.09,25.32,7.13,9.11,3397.77
588.84,2.6,0.18,0.2,10.22,7.03,3.25,3586.54
1601.35,4.71,0.11,0.11,25.61,7.07,9.38,3073.06
1949.45,2.01,0.04,0.01,13.38,7.45,9.44,60.76
1260.72,3.03,0.15,0.14,24.66,7.09,8.48,4632.48
663.44,5.46,0.18,0.18,12.54,7.42,7.17,4099.66
1020.22,4.36,0.17,0.1,29.24,7.16,9.56,4504.45
