station,Date,Time,NITRATE(PPM),PH,AMMONIA(mg/l),TEMP,DO,TURBIDITY,MANGANESE(mg/l),label_3class
station1,20-02-2022,05:00:00,112,7.7,0.087,21.06,0.7,25.8,2.47,0
Station3,06-04-2022,23:00:00,42.12376,6.96294,0.245021,30.77250132,7.166952,52.795925,0.6961976,0
station1,17-05-2022,07:00:00,29.5,6.2,0.073,31.83,5.57954508,36.9,0.4,0
Station3,29-09-2022,10:00:00,125.73281,7.21968,0.064782,38.36695,19.13215,18.25845,3.184586,2
Station3,08-09-2022,17:00:00,78.4031,5.4787,0.063083,25.00877,14.84306,24.62295,2.140643,2
Station3,04-08-2022,14:20:00,134.17579,4.86921,0.070534,37.04965,15.73249,24.5402,3.373058,2
Station3,04-07-2022,10:00:00,17.85313,6.27152,0.143343,25.03033,16.9293,20.6907,3.499686,2
Station3,08-10-2022,12:40:00,89.71974,6.05817,0.126525,29.00121,8.51554,22.43272,0.694925,1
Station3,12-04-2022,14:20:00,36.58116,6.37669,0.2916095,33.93985892,6.799416,73.80835,0.6487838,0
station1,13-05-2022,18:40:00,22.1,6.1,0.26,34.32,6.014820558,17.1,0.6,0
station1,04-11-2022,13:00:00,18.8594,7.9664,0.02604,24.3986,18.4633,36.2031,0.86309,2
station1,20-08-2022,19:20:00,30.678,5.941,0.01609,26.458,12.7898,31.0456,0.26069,1
Station3,07-04-2022,22:20:00,38.133088,6.84908,0.176001,30.83571084,6.8913,57.386875,0.7064358,0
Station3,15-08-2022,18:20:00,109.40304,5.00196,0.072431,26.08025,17.67543,29.97173,2.334324,2
Station3,16-04-2022,02:40:00,23.611476,5.66024,0.2838184,29.64286644,7.35072,38.8465,0.7657776,1
Station2,29-06-2022,07:20:00,5.9407,7.4828,0.01665,23.4622,15.1302,15.1031,0.77554,2
Station3,08-04-2022,06:40:00,44.119096,4.51166,0.2363935,29.11106044,7.075068,30.3709,0.716674,0
Station2,05-11-2022,22:00:00,39.3632,8.1933,0.01752,22.8609,10.4552,25.7807,0.53641,1
Station2,02-12-2022,18:00:00,3.3054,5.5011,0.01815,27.4631,11.1596,16.4601,0.42531,1
station1,18-06-2022,21:20:00,9.4471,7.3117,0.0325,27.8602,18.9383,30.078,0.73479,2
Station2,22-04-2022,20:00:00,0.8288,5.0898,0.151682,30.23856,7.0416,18.162,0.60634,0
Station2,20-10-2022,07:00:00,21.8856,6.3977,0.03466,28.2032,5.6128,32.7169,0.55546,0
Station3,15-01-2023,15:40:00,44.73129,5.15376,0.123409,24.20072,9.93877,50.75136,0.624049,1
station1,03-11-2022,22:40:00,37.2516,8.0923,0.04472,19.2704,11.5085,19.1879,0.56738,1
Station2,26-02-2022,06:40:00,107.814,7.3876,0.0778128,23.24564,0.90882,33.2424,1.90464,0
Station3,27-11-2022,11:20:00,21.31486,5.09491,0.054741,23.14849,22.0035,45.29012,3.321143,2
Station3,22-04-2022,03:00:00,28.519008,7.35658,0.0744158,29.65350256,6.31788,40.9654,0.7833714,0
Station3,11-07-2022,07:40:00,93.62286,4.58323,0.140308,17.63844,18.87854,49.8347,3.309,2
Station3,11-03-2022,01:00:00,20.708352,5.22892,0.02886912,26.7720552,7.475208,25.47552,0.7473886,1
station1,31-03-2022,22:00:00,31.4,5,0.096,27.49,8.1,37.8,0.74,1
Station2,29-07-2022,01:40:00,35.7483,8.8526,0.02951,19.1365,13.0882,30.3127,0.6559,2
station1,29-04-2022,16:40:00,24.4,6.2,0.023,31.77,5.066510321,27.3,0.3,0
Station3,16-07-2022,08:00:00,55.0713,4.59598,0.142215,21.19369,7.19354,48.63234,1.46915,0
Station3,18-03-2022,17:00:00,30.898176,5.83247,0.03728928,30.1342734,7.379372,30.50208,0.6961976,1
Station3,28-04-2022,22:40:00,45.078432,7.12064,0.4452732,32.16362688,4.57704,74.10096,0.7502712,0
Station2,18-08-2022,04:00:00,1.5749,7.4687,0.04283,18.8204,17.7695,32.6011,0.81869,2
station1,24-10-2022,03:00:00,23.1241,6.9629,0.03031,27.1653,7.0054,24.4121,0.95886,0
Station3,17-05-2022,19:00:00,21.540216,5.02168,1.4052472,36.65721048,4.45705263,38.50344,0.441336,0
station1,24-06-2022,18:00:00,29.9018,5.5845,0.01793,26.6034,16.2484,19.5799,0.41068,2
station1,26-09-2022,10:00:00,25.9791,6.5912,0.02654,22.2428,17.0695,38.9611,0.27158,2
Station3,14-02-2022,05:40:00,71.15928,4.52027,0.035275136,29.117011,2.9171292,22.186224,0.9093664,0
Station2,01-01-2023,03:40:00,3.434,6.9395,0.03011,23.9208,17.0889,35.6978,0.75606,2
Station2,02-10-2022,01:00:00,37.5601,7.5467,0.02703,28.1641,14.1745,21.6269,0.86951,2
Station3,03-01-2023,10:20:00,137.1842,5.91821,0.06846,19.11306,16.82775,34.58609,0.689288,2
station1,14-07-2022,12:20:00,10.0328,5.9489,0.03442,18.0031,18.9891,21.1667,0.49371,2
Station2,18-08-2022,02:00:00,19.0723,7.0227,0.02816,27.2148,10.3744,23.3063,0.80551,1
Station3,06-08-2022,07:40:00,64.31428,6.9812,0.13999,35.94479,15.47523,54.54703,1.782764,2
Station3,24-12-2022,23:00:00,67.77595,6.02846,0.050509,36.23638,7.71479,44.78123,3.141463,1
station1,14-02-2022,21:00:00,52.2,7.1,0.025,23.63,5.3,33.6,0.84,0
Station2,05-05-2022,13:40:00,24.7904,5.8116,0.075332,35.13664,4.785609185,30.1691,0.5964,0
Station3,22-03-2022,04:40:00,34.623488,5.02462,0.07337568,25.5360996,7.1877,19.9104,0.6347684,0
Station2,17-12-2022,23:40:00,4.4303,8.0226,0.0249,21.8167,11.1961,29.0898,0.36407,1
Station2,28-04-2022,19:20:00,21.238,5.1896,0.028504,31.28092,7.6284,23.6106,0.61628,1
Station2,22-10-2022,08:40:00,33.5508,6.2948,0.02133,23.4097,12.1194,19.223,0.49914,1
Station2,12-09-2022,14:00:00,38.9978,8.6122,0.01956,21.3001,13.0926,26.135,0.64759,2
Station3,14-10-2022,18:40:00,125.28506,6.64362,0.141348,30.83473,5.78635,57.21064,1.354242,0
Station2,18-01-2023,00:00:00,14.7926,8.0253,0.04089,21.0382,8.3855,29.4613,0.64563,1
Station2,01-05-2022,05:40:00,22.86,6.6132,0.200546,29.62124,4.153820418,31.1781,0.5964,0
Station2,09-01-2023,10:00:00,36.3071,6.5817,0.0441,18.633,15.1147,16.2007,0.35216,2
Station2,10-12-2022,08:40:00,8.5372,7.8066,0.03217,28.5609,5.0156,20.6724,0.77921,0
Station2,06-01-2023,23:40:00,39.7535,7.4699,0.04364,18.0387,19.854,23.6909,0.91346,2
station1,14-09-2022,10:00:00,10.0826,6.325,0.02626,30.5761,14.9764,37.1746,0.63488,2
station1,23-10-2022,16:00:00,21.3154,5.8605,0.03149,30.2871,19.4412,15.9051,0.51054,2
Station2,04-11-2022,19:00:00,12.6968,6.8252,0.04481,23.6503,7.4792,21.0061,0.61837,1
station1,19-03-2022,17:20:00,11.8,5.6,0.045,25.34,8.3,25.1,0.72,1
Station2,25-06-2022,01:20:00,4.2322,5.8461,0.01582,26.6885,11.0233,35.1287,0.65958,1
Station3,19-03-2022,07:40:00,14.353408,5.73367,0.10465056,24.61437,6.996028,24.79008,0.6757212,0
Station2,27-09-2022,06:00:00,18.3717,8.9399,0.04328,19.5667,7.5272,36.8131,0.54034,1
station1,30-07-2022,14:20:00,8.9808,7.2714,0.04261,27.9536,14.8405,16.4106,0.88489,2
station1,26-02-2022,01:00:00,100.4,7.3,0.005,23.38,1.5,33.2,1.77,0
station1,31-10-2022,06:00:00,36.9289,6.7325,0.02738,29.4063,11.7228,36.9844,0.85012,1
Station3,11-12-2022,14:20:00,110.04301,6.70381,0.094008,34.7206,23.62035,48.44211,0.605289,2
Station3,15-10-2022,14:40:00,39.6247,6.11304,0.138706,25.25156,17.39342,43.4389,2.089219,2
station1,20-06-2022,19:40:00,36.4203,6.9689,0.02241,25.0792,6.3287,24.3009,0.34955,0
Station3,22-04-2022,18:40:00,21.964236,7.16497,0.2474758,32.20617136,6.98292,47.498675,0.8054382,0
Station3,06-09-2022,18:20:00,30.7827,6.18351,0.07144,41.74397,7.90432,25.89256,3.309555,1
station1,25-02-2022,12:20:00,118.8,8.8,0.043,24.82,1.4,21.2,2.96,0
station1,05-11-2022,15:20:00,18.9457,5.9701,0.02951,22.1301,6.4056,27.3551,0.86631,0
station1,07-02-2022,08:00:00,25.4,5.3,0.077,22.51,11.1,31.1,0.63,1
station1,05-09-2022,19:20:00,17.6435,6.9199,0.03471,29.4637,8.1268,21.8152,0.63225,1
station1,26-03-2022,13:00:00,32.2,5.7,0.032,30.69,6.8,22.5,0.73,0
station1,31-10-2022,18:00:00,31.6206,6.2655,0.01981,26.4857,13.6289,30.702,0.51736,2
Station3,03-03-2022,04:20:00,3.83488,5.54093,0.12149088,25.351612,7.761728,22.16052,0.6450066,1
Station2,17-09-2022,11:40:00,31.0843,7.9165,0.036,29.0613,7.6682,36.3462,0.46903,1
Station2,22-07-2022,19:00:00,3.0665,6.4275,0.02575,18.1079,10.3831,26.4535,0.90928,1
Station2,20-01-2023,12:00:00,9.4567,7.1547,0.03122,21.2893,16.2053,26.4888,0.31624,2
Station2,02-09-2022,19:00:00,30.1066,8.7693,0.0191,29.6892,18.9024,23.2782,0.61678,2
Station2,04-02-2022,22:00:00,23.562,5.05,0.002008,23.84272,7.52552,27.4968,0.73408,1
Station2,29-10-2022,11:00:00,2.8297,8.5235,0.02372,24.6715,7.0387,34.2549,0.84962,0
station1,17-07-2022,01:40:00,35.1983,7.9325,0.01736,22.2895,17.5186,28.9242,0.99351,2
station1,10-12-2022,05:00:00,9.0946,6.5008,0.02706,28.2157,14.8896,25.9854,0.92647,2
Station2,06-04-2022,19:20:00,27.1432,4.99,0.167475,30.29928,7.7064,25.8304,0.7455,1
station1,28-05-2022,08:00:00,25,6.1,0.218,33.84,4.898317505,21.8,0.6,0
Station3,25-12-2022,22:00:00,111.33788,5.6528,0.045887,43.54175,18.2771,46.75216,2.076939,2
station1,31-08-2022,02:20:00,29.1616,7.0085,0.01645,25.8978,19.0756,17.3648,0.75642,2
Station3,06-01-2023,23:20:00,134.18975,6.13837,0.095951,40.6065,11.90287,24.75279,1.523373,1
Station3,23-05-2022,00:40:00,23.71852,5.07642,0.7764286,33.09338575,5.974151795,60.8427,0.441336,0
Station2,02-02-2022,22:00:00,23.46,5.555,0.037148,23.53912,6.23826,19.6992,0.66464,0
Station3,30-12-2022,14:00:00,135.7401,4.57211,0.066292,16.12483,16.66269,57.25809,1.558948,2
Station3,29-07-2022,07:00:00,83.11919,4.65411,0.13862,26.2224,24.98145,48.01309,1.307748,2
Station2,13-10-2022,04:00:00,16.2474,7.0529,0.02586,24.0605,7.4815,15.7105,0.95178,1
Station3,10-10-2022,18:00:00,143.07913,6.03499,0.101277,16.40152,23.53413,16.67253,2.449709,2
station1,18-07-2022,06:00:00,16.2223,8.6893,0.02434,21.9219,14.4921,21.7815,0.91524,2
Station3,17-06-2022,06:20:00,143.85875,4.70775,0.111043,36.66181,11.01654,40.90803,1.19482,1
Station2,12-03-2022,18:20:00,17.1008,5.489,0.0571368,27.96156,8.0028,39.984,0.72562,1
Station3,01-11-2022,00:00:00,143.27116,5.07921,0.132862,31.11035,22.94017,22.785,0.617414,2
station1,12-06-2022,14:40:00,22.5648,6.3325,0.02971,29.1315,9.5729,16.399,0.2174,1
station1,10-06-2022,09:40:00,34.8372,5.5138,0.04111,26.4662,17.0107,16.579,0.68774,2
Station2,14-07-2022,23:40:00,20.3761,7.0058,0.04347,23.3999,14.4686,19.351,0.40291,2
Station2,14-06-2022,15:40:00,7.9708,5.5387,0.01593,27.6977,18.1106,18.6501,0.68951,2
Station2,15-11-2022,10:00:00,15.8782,8.2434,0.04015,21.0632,12.4006,24.8974,0.22535,1
Station2,31-07-2022,09:40:00,32.8651,8.0158,0.02745,21.7801,13.58,31.7888,0.58008,2
station1,09-08-2022,11:00:00,1.6036,5.5021,0.03288,21.6132,18.2283,16.6496,0.96213,2
station1,23-09-2022,15:00:00,26.0447,5.8275,0.02177,19.5356,16.3155,17.6211,0.6331,2
station1,16-06-2022,08:00:00,39.835,6.5109,0.02639,28.8265,12.6472,25.5271,0.57967,1
station1,20-04-2022,14:20:00,17.9,5.3,0.04,23.76,8.4,26.5,0.7,1
Station2,30-03-2022,11:00:00,2.3552,5.1896,0.1022448,29.5504,7.6076,28.356,0.63616,1
station1,12-05-2022,21:40:00,34.1,6,0.104,27.43,6.596706241,28.6,0.7,0
station1,09-12-2022,12:40:00,34.7657,8.1295,0.03861,20.935,19.3445,39.4505,0.56525,2
station1,01-09-2022,15:40:00,13.9177,7.19,0.03766,18.7806,18.5494,39.2974,0.82034,2
Station3,01-06-2022,00:40:00,30.57611,5.60398,0.128427,42.39023,23.35931,42.39474,0.714064,2
Station3,27-04-2022,11:00:00,22.884204,5.4608,0.1592152,33.04642484,6.40101,37.05048,0.7502712,0
station1,04-04-2022,06:20:00,11.7,5.4,0.072,28.17,8.3,35.9,0.64,1
Station2,14-04-2022,22:20:00,6.3196,5.2894,0.157325,29.26704,6.8172,43.2861,0.6461,0
station1,17-08-2022,19:40:00,6.8444,6.7432,0.01741,26.849,11.8895,17.7736,0.63421,1
Station2,28-12-2022,18:00:00,21.6174,7.1991,0.02226,24.7696,18.6378,35.7552,0.46355,2
station1,01-05-2022,08:20:00,34.3,6,0.231,31.02,6.956038327,43.3,0.4,0
station1,24-08-2022,18:40:00,16.8201,7.4226,0.03435,24.0638,5.9985,20.1157,0.71328,0
Station3,05-03-2022,16:00:00,21.037056,5.86909,0.12509952,30.133565,7.5676848,26.01,0.7371504,1
station1,15-05-2022,15:00:00,21.3,6.6,0.344,35.46,6.817889694,21.4,0.6,0
station1,12-04-2022,10:40:00,30.8,5.9,0.168,30.19,8.3,36.2,0.6,1
Station2,15-08-2022,07:20:00,29.585,8.6138,0.03738,23.8466,15.7507,26.1895,0.87909,2
station1,28-11-2022,08:20:00,32.3179,8.1413,0.04257,22.1077,16.0073,31.6652,0.38849,2
station1,08-05-2022,18:00:00,19.5,6,0.368,33.52,6.176213635,24.7,0.5,0
Station3,10-06-2022,19:20:00,57.14752,6.38485,0.062972,42.69688,25.38813,29.51435,1.272383,2
station1,08-09-2022,09:40:00,23.5643,7.8158,0.02928,24.8185,13.9856,32.5989,0.2054,2
station1,15-09-2022,01:20:00,13.6928,5.5215,0.04209,26.4132,5.0719,35.0491,0.42131,0
Station2,14-10-2022,07:20:00,31.3318,7.5079,0.02335,22.3099,6.0615,29.6671,0.95828,0
Station3,18-11-2022,13:20:00,44.49728,6.83968,0.123236,41.65778,17.50412,55.76481,2.27572,2
Station3,09-03-2022,05:00:00,29.03552,6.36706,0.11908512,25.3161414,6.22934,30.38784,0.6961976,0
Station3,28-10-2022,15:40:00,126.44536,6.26053,0.06541,31.08911,22.54804,54.69275,1.056836,2
Station2,26-02-2022,12:20:00,107.814,8.8044,0.014964,25.806,0.10098,20.9304,3.472,0
station1,05-04-2022,20:00:00,27,6,0.155,29.75,7.7,29.5,0.65,1
station1,28-04-2022,19:00:00,1.3,5.7,0.061,31.24,7.6,41.5,0.75,1
Station2,23-03-2022,01:20:00,16.2816,5.6886,0.0661584,26.30188,6.916,25.194,0.61628,0
Station3,25-07-2022,07:00:00,44.25652,4.64499,0.125319,17.20639,22.66439,53.85888,1.570082,2
Station3,31-08-2022,22:20:00,116.59576,4.72402,0.058164,35.27997,14.91658,41.74636,1.129028,2
Station3,31-07-2022,00:00:00,126.24072,7.4951,0.091017,39.76695,20.37405,22.70046,2.990723,2
station1,17-03-2022,07:40:00,3.3,5,0.109,25.36,7.4,32.7,0.64,1
Station2,11-05-2022,14:40:00,24.4856,6.4128,0.054972,35.4706,5.406796044,37.0303,0.2982,0
Station3,15-02-2022,15:40:00,85.1292,5.69443,0.030087616,29.085892,3.69503032,34.639812,0.9604544,0
Station3,28-04-2022,13:00:00,40.593588,7.09027,0.4067928,33.96113116,4.83132,76.2804,0.6840708,0
Station2,18-12-2022,17:20:00,4.9441,6.9609,0.04202,19.0051,17.746,17.517,0.56293,2
Station3,13-05-2022,09:20:00,36.6522,4.7051,0.8974688,35.61569044,5.432202493,30.69378,0.55167,0
Station2,19-10-2022,08:40:00,7.6146,8.3992,0.0237,18.0035,9.8972,16.09,0.47339,1
station1,22-08-2022,16:40:00,8.0929,8.0758,0.02191,21.7408,7.0856,17.3804,0.69097,0
Station3,20-10-2022,08:20:00,67.64366,5.77483,0.126122,21.6369,10.91389,37.1977,0.847974,1
station1,28-02-2022,03:40:00,115.3,8,0.035,24.33,1.8,21.2,3.14,0
station1,26-02-2022,22:40:00,99.6,8.6,0.007,23.22,2.5,28.3,3.08,0
Station3,17-10-2022,02:00:00,97.09191,7.38924,0.104757,19.65673,16.06852,48.48111,1.863815,2
Station2,20-11-2022,18:40:00,15.942,7.0533,0.01533,21.9356,5.6208,17.0978,0.94033,0
Station2,18-02-2022,18:20:00,36.006,7.2864,0.0608536,24.31836,3.26766,34.0632,0.87296,0
station1,06-10-2022,17:00:00,3.1636,8.0039,0.0194,24.3347,11.6436,32.4224,0.32106,1
Station3,10-10-2022,03:20:00,101.89829,5.20358,0.080092,42.63574,17.99743,34.52607,2.404678,2
station1,04-09-2022,14:40:00,33.2162,8.9349,0.03983,29.9307,8.4639,35.9369,0.91744,1
Station2,07-04-2022,05:00:00,35.0168,5.1896,0.128905,27.38472,7.6076,40.0573,0.60634,1
station1,14-06-2022,21:20:00,34.0847,6.2935,0.02324,20.667,15.8309,24.6701,0.35897,2
Station2,17-01-2023,04:20:00,36.0614,6.8673,0.04207,27.2013,15.8361,33.6749,0.64446,2
station1,01-10-2022,21:40:00,33.083,7.6364,0.0151,25.9591,13.3178,23.2199,0.78387,2
Station3,07-05-2022,12:00:00,30.900624,5.58324,1.2369718,34.90774584,3.822827881,45.22338,0.55167,0
Station3,27-05-2022,14:00:00,24.5364,7.48181,1.4686064,39.1291495,3.849338652,63.93024,0.772338,0
station1,09-10-2022,15:20:00,18.3441,8.0185,0.02609,26.0822,8.7231,27.0746,0.20464,1
Station2,17-04-2022,08:40:00,16.8868,5.489,0.130304,29.91472,7.6076,28.8574,0.5964,1
station1,03-05-2022,09:20:00,30.1,6.1,0.42,30.59,6.368161256,31.6,0.6,0
Station3,16-07-2022,00:20:00,72.46838,5.56534,0.121825,14.73992,14.71469,37.46408,3.244653,2
Station3,24-09-2022,04:40:00,37.12886,5.7986,0.090609,44.99951,4.20778,56.77797,1.316796,0
Station2,02-03-2022,12:00:00,14.9504,5.8882,0.0531272,29.42896,10.094,16.0056,0.6958,1
Station2,18-04-2022,11:00:00,22.0668,5.1896,0.09671,23.69092,7.2124,22.7025,0.6958,0
Station2,19-02-2022,10:20:00,60.18,6.3756,0.039904,24.21716,4.65394,31.6008,0.83328,0
Station2,01-11-2022,16:20:00,7.3994,8.8009,0.03804,29.5577,5.0049,35.0766,0.85626,0
station1,08-03-2022,04:20:00,17,5.9,0.094,25.01,8.1,38.1,0.75,1
Station3,15-03-2022,03:40:00,39.99232,6.53344,0.03247776,26.1017064,7.858552,36.67104,0.6450066,1
Station2,18-07-2022,14:20:00,3.349,6.6129,0.02541,19.5761,16.8714,18.7309,0.8126,2
Station3,05-07-2022,21:40:00,79.9243,6.22844,0.085968,22.82581,3.63424,48.65685,0.666127,0
Station3,24-12-2022,14:20:00,65.01279,7.35798,0.04642,41.11072,16.88401,49.91177,1.77633,2
station1,05-05-2022,05:00:00,28.8,5.8,0.063,29.47,4.93966408,19.9,0.4,0
station1,09-12-2022,19:20:00,3.5748,7.6401,0.03802,30.0298,9.0576,38.4411,0.50011,1
Station2,12-10-2022,19:40:00,38.3562,8.0865,0.01524,27.4235,16.2942,35.9762,0.56611,2
Station2,29-11-2022,07:40:00,16.78,6.3969,0.03434,25.6248,6.1767,26.0098,,0
Station3,04-05-2022,15:40:00,22.442424,5.31217,0.9948914,35.92881336,4.732034246,38.50344,0.662004,0
station1,24-11-2022,03:20:00,6.9066,8.8586,0.02901,20.5586,14.7698,22.5451,0.94438,2
Station2,02-02-2022,08:40:00,14.79,5.757,0.04016,23.60996,6.73336,28.5228,0.6944,0
Station3,17-03-2022,11:20:00,22.242304,5.86361,0.060144,30.0819024,7.1877,13.02336,0.7064358,0
station1,23-04-2022,04:40:00,32.9,6,0.108,27.55,7,38.1,0.73,0
Station2,04-03-2022,03:40:00,27.2384,5.0898,0.020048,24.9458,9.88,34.272,0.62622,1
Station2,24-11-2022,17:40:00,20.6841,6.1995,0.0323,25.1244,8.5049,30.6168,0.22221,1
Station3,11-04-2022,11:20:00,13.080536,5.76086,0.055216,31.78072656,7.35072,33.54925,0.6700554,1
Station2,19-10-2022,18:20:00,18.1723,7.6858,0.02786,23.1121,6.9563,35.6351,0.67501,0
station1,31-10-2022,15:40:00,23.2368,7.0716,0.0186,26.2113,18.887,39.3355,0.20339,2
station1,27-05-2022,03:40:00,26.8,6.3,0.473,31.56,4.935754889,21.9,0.4,0
Station2,07-01-2023,11:00:00,7.5994,8.5329,0.03837,22.9989,12.7895,21.3879,0.55887,1
Station3,07-10-2022,10:20:00,108.05233,7.20224,0.124595,36.99934,16.82711,47.53033,3.325687,2
station1,26-05-2022,10:20:00,24.5,5.9,0.389,34.37,6.835868531,21.8,0.7,0
Station3,29-04-2022,07:20:00,36.453732,7.05275,0.1581972,31.08937876,4.824720257,66.83616,0.662004,0
Station3,30-08-2022,21:20:00,25.7918,7.03236,0.145871,19.81688,17.20301,17.59457,0.798741,2
station1,19-04-2022,11:00:00,30.8,5.3,0.039,24.74,6.5,35.8,0.65,0
Station3,01-02-2022,23:40:00,31.55064,5.74477,0.10232768,23.245893,11.644752,33.907248,0.6058144,1
Station2,15-03-2022,21:40:00,28.16,5.0898,0.0260624,27.28352,7.1136,11.832,0.60634,0
Station3,19-06-2022,02:20:00,71.79475,6.70563,0.088383,44.4239,23.78201,59.37317,0.607525,2
station1,25-07-2022,19:00:00,37.8651,6.8416,0.03694,29.3927,5.5963,19.361,0.28077,0
Station2,07-10-2022,12:20:00,34.6352,6.8147,0.01864,20.4471,16.3651,26.3668,0.55252,2
station1,06-04-2022,02:20:00,4.6,5.2,0.091,27.96,8.1,33.7,0.75,1
station1,24-07-2022,00:00:00,37.8383,7.2566,0.0387,22.2516,12.4516,30.6587,0.40588,1
Station3,27-10-2022,02:40:00,15.06693,5.09029,0.118633,26.76169,15.24315,33.0234,3.351356,2
station1,21-09-2022,00:40:00,31.9538,7.5628,0.02313,29.611,17.38,21.8102,0.97514,2
Station2,22-02-2022,18:40:00,92.412,7.3876,0.0638464,24.56124,0.60588,24.111,2.0832,0
Station3,22-09-2022,15:20:00,31.34975,5.69132,0.104561,18.59462,5.26613,28.01454,2.281061,0
Station3,29-06-2022,08:20:00,85.27896,4.88616,0.087294,19.99206,17.86992,46.96318,0.794312,2
Station2,01-06-2022,15:20:00,23.1718,6.5916,0.03816,22.2326,16.6879,36.8993,0.7347,2
station1,22-03-2022,12:00:00,12,5.5,0.036,28.88,6.6,24.8,0.66,0
station1,01-07-2022,14:40:00,24.5437,8.146,0.01839,22.0335,11.9795,35.2044,0.79777,1
Station2,13-03-2022,00:40:00,25.088,5.3892,0.0521248,26.2108,8.0028,34.782,0.62622,1
Station2,15-04-2022,11:40:00,31.9088,5.3892,0.16646,31.372,7.5088,40.7636,0.60634,1
station1,17-11-2022,08:00:00,2.1504,8.0374,0.02564,24.1805,17.0788,36.4546,0.48223,2
Station2,07-06-2022,23:20:00,2.3558,6.6558,0.01874,24.6183,14.1695,39.8111,0.36691,2
Station3,14-12-2022,09:40:00,66.17215,4.51001,0.134647,22.37429,9.34474,29.87477,2.154732,1
Station3,03-08-2022,18:00:00,108.18956,5.16725,0.124788,42.195,10.28637,60.28246,0.866819,1
station1,05-09-2022,03:40:00,13.6427,8.674,0.02364,27.6119,16.2503,34.681,0.33872,2
Station2,18-12-2022,03:20:00,34.3325,8.1587,0.02181,27.2609,7.3335,32.625,0.7899,1
station1,06-07-2022,22:00:00,17.5595,6.6668,0.04353,28.4019,8.5103,31.7886,0.82863,1
station1,02-07-2022,04:40:00,38.8608,7.8573,0.01829,27.0587,10.5719,31.9732,0.91471,1
Station3,15-01-2023,16:40:00,129.63,7.38388,0.102548,44.94464,16.53076,28.30663,2.591043,2
Station3,15-10-2022,03:20:00,132.93863,6.7896,0.070942,19.77032,18.6193,28.74355,2.729933,2
Station2,25-12-2022,07:00:00,37.5007,8.6071,0.0281,19.0209,17.231,22.2603,0.52876,2
station1,25-07-2022,06:40:00,9.2091,6.8678,0.02521,18.066,9.5574,16.5802,0.32954,1
Station2,28-12-2022,08:00:00,17.9729,7.3957,0.02016,20.3282,15.1042,30.6294,0.45421,2
Station3,18-11-2022,00:40:00,19.38629,4.62109,0.134568,20.96049,12.846,24.86355,3.493694,2
station1,27-12-2022,04:40:00,17.8215,6.9577,0.04473,30.38,15.8356,32.0019,0.34535,2
Station2,21-11-2022,16:40:00,19.6859,8.8792,0.01624,29.2609,19.3399,35.3415,0.74875,2
station1,20-08-2022,18:20:00,7.1524,6.3106,0.02862,18.8131,12.7218,26.4755,0.70584,1
Station3,10-07-2022,02:00:00,83.97677,5.59597,0.114966,42.09495,19.6305,55.96183,3.454946,2
station1,16-04-2022,16:20:00,19.9,5.2,0.094,31.37,7.4,41.1,0.75,1
Station3,27-08-2022,02:40:00,62.56063,5.86309,0.107529,33.65361,16.19296,21.35546,1.816696,2
station1,09-02-2022,01:40:00,23,5.2,0.06,22.08,7,32.6,0.73,0
station1,12-10-2022,05:20:00,21.2497,6.2103,0.02211,29.6834,7.1227,32.5138,0.94365,0
Station3,27-02-2022,06:20:00,125.07444,5.42853,0.086112832,0,0.9916236,35.895636,2.7383168,0
Station3,27-07-2022,10:40:00,90.99391,7.14972,0.104088,16.18785,13.55522,22.62031,2.05126,2
Station2,18-02-2022,01:20:00,72.726,6.3756,0.0478848,22.54736,5.9412,24.9318,0.97216,0
Station2,17-05-2022,09:20:00,34.9504,6.4128,0.480496,33.00132,5.192338031,37.1312,0.2982,0
station1,16-02-2022,19:00:00,56.3,6.2,0.014,24.87,5.9,28.1,0.94,0
Station3,09-12-2022,20:40:00,95.54246,6.53482,0.126711,32.66851,13.45768,23.70369,3.143825,2
Station3,19-10-2022,16:40:00,30.14955,6.74236,0.105639,26.93664,11.17146,30.61312,0.919173,1
Station3,26-09-2022,03:00:00,49.25212,6.97041,0.065067,24.76227,6.97971,37.02448,0.969424,0
station1,01-10-2022,01:40:00,33.13,6.3049,0.03483,18.9216,9.3424,39.4836,0.62651,1
Station3,16-01-2023,08:00:00,103.81516,4.98873,0.075244,25.55286,5.87641,34.70835,3.181425,0
Station3,05-02-2022,05:00:00,29.63202,6.66201,0.07413536,21.897403,11.5477124,31.3956,0.7050144,1
Station3,16-09-2022,21:00:00,23.11427,5.3821,0.10468,20.01102,16.59142,34.05209,1.43866,2
Station3,06-05-2022,02:20:00,32.028384,5.72972,1.2074498,31.92963224,4.649737035,43.77042,0.441336,0
Station3,01-04-2022,16:40:00,21.837844,6.78891,0.13973456,31.5168678,7.1877,44.982,0.6757212,0
Station2,25-12-2022,18:20:00,12.6498,8.5866,0.03123,23.8029,11.0385,23.2882,0.3055,1
Station3,03-12-2022,01:40:00,20.76461,5.23751,0.048657,32.55779,17.12261,46.84655,0.679701,2
station1,22-05-2022,21:20:00,27.8,5.8,0.37,33.4,4.516711908,34,0.4,0
Station2,18-02-2022,14:40:00,75.684,7.1852,0.0488824,26.03876,5.24806,22.6746,0.96224,0
station1,03-11-2022,15:40:00,12.66,8.3643,0.0317,27.984,19.0144,17.0584,0.50633,2
